gen,fitness,recall,auc,layers,classif_threshold,lr,batch_size,architecture
0,0.7316375176111857,0.9166666666666666,0.5466083685557047,27,0.25,0.1,8,"[8.25, 0.1, 32.4, 0.05, -1.0, 64.4, 0.0, -1.0, 16.1, 0.05, -1.0, 64.2, 0.0, -1.0, 32.1, 0.05, -1.0, 64.3, 0.05, -1.0, 64.2, 0.05, -1.0, 32.3, 0.05, -1.0, 64.4, 0.1, -1.0]"
0,0.8512386679649353,0.894957979520162,0.8075193564097086,27,0.25,0.1,32,"[32.25, 0.1, 64.2, 0.0, -1.0, 64.3, 0.0, -1.0, 16.3, 0.0, -1.0, 32.3, 0.0, -1.0, 16.3, 0.05, -1.0, 32.3, 0.1, -1.0, 64.1, 0.1, -1.0, 16.1, 0.0, -1.0, 16.2, 0.0, -1.0]"
0,0.823562502861023,0.9103641311327616,0.7367608745892843,15,0.25,0.1,8,"[8.25, 0.1, 64.3, 0.0, -1.0, 64.2, 0.05, -1.0, 64.4, 0.05, -1.0, 64.3, 0.05, -1.0, 64.1, 0.0, -1.0]"
0,0.8779235978921254,0.9222689072291056,0.8335782885551453,3,0.25,0.001,8,"[8.25, 0.001, 64.4, 0.1, -1.0]"
0,0.2898883790088197,0.043417368394633137,0.5363593896230062,30,0.75,0.1,8,"[8.75, 0.1, 16.3, 0.0, -1.0, 64.4, 0.0, -1.0, 16.3, 0.05, -1.0, 64.2, 0.05, -1.0, 16.4, 0.05, -1.0, 16.4, 0.1, -1.0, 64.1, 0.0, -1.0, 64.4, 0.0, -1.0, 32.1, 0.1, -1.0, 16.2, 0.1, -1.0]"
0,0.656243731578191,0.6295518080393473,0.6829356551170349,9,0.5,0.1,8,"[8.5, 0.1, 32.2, 0.1, -1.0, 64.1, 0.1, -1.0, 16.1, 0.1, -1.0]"
0,0.8896904091040293,0.9194677869478861,0.8599130312601725,21,0.25,0.001,16,"[16.25, 0.001, 64.3, 0.0, -1.0, 32.2, 0.05, -1.0, 16.2, 0.0, -1.0, 64.4, 0.0, -1.0, 16.1, 0.1, -1.0, 64.3, 0.1, -1.0, 16.3, 0.0, -1.0]"
0,0.8957575658957163,0.924369732538859,0.8671453992525736,9,0.25,0.01,16,"[16.25, 0.01, 64.2, 0.05, -1.0, 16.2, 0.05, -1.0, 64.3, 0.05, -1.0]"
0,0.7060371935367584,0.5651260415712992,0.8469483455022176,27,0.75,0.001,16,"[16.75, 0.001, 16.1, 0.0, -1.0, 16.3, 0.05, -1.0, 32.1, 0.0, -1.0, 64.1, 0.1, -1.0, 32.3, 0.0, -1.0, 16.3, 0.1, -1.0, 64.4, 0.0, -1.0, 64.2, 0.0, -1.0, 32.1, 0.0, -1.0]"
0,0.7247376938660939,0.6183473467826843,0.8311280409495035,21,0.75,0.01,16,"[16.75, 0.01, 32.2, 0.0, -1.0, 64.3, 0.0, -1.0, 32.3, 0.05, -1.0, 32.4, 0.0, -1.0, 32.1, 0.05, -1.0, 64.1, 0.05, -1.0, 32.1, 0.0, -1.0]"
0,0.732193241516749,0.605042020479838,0.85934446255366,12,0.75,0.01,32,"[32.75, 0.01, 32.3, 0.05, -1.0, 64.4, 0.05, -1.0, 16.3, 0.1, -1.0, 32.4, 0.1, -1.0]"
0,0.7471297383308411,0.6225490172704061,0.871710459391276,6,0.75,0.01,32,"[32.75, 0.01, 32.3, 0.05, -1.0, 16.4, 0.0, -1.0]"
0,0.672892302274704,0.5322128931681315,0.8135717113812765,18,0.75,0.01,8,"[8.75, 0.01, 16.4, 0.1, -1.0, 16.1, 0.1, -1.0, 64.2, 0.1, -1.0, 16.4, 0.0, -1.0, 64.2, 0.0, -1.0, 32.4, 0.05, -1.0]"
0,0.7053049306074779,0.5651260614395142,0.8454837997754415,9,0.75,0.001,16,"[16.75, 0.001, 16.1, 0.1, -1.0, 32.1, 0.0, -1.0, 16.4, 0.1, -1.0]"
0,0.546174352367719,0.33753501375516254,0.7548136909802755,15,0.75,0.1,16,"[16.75, 0.1, 16.2, 0.1, -1.0, 16.1, 0.05, -1.0, 32.3, 0.0, -1.0, 32.1, 0.0, -1.0, 32.1, 0.1, -1.0]"
0,0.5940468261639277,0.39635853966077167,0.7917351126670837,15,0.75,0.1,16,"[16.75, 0.1, 32.1, 0.0, -1.0, 16.3, 0.0, -1.0, 64.4, 0.0, -1.0, 16.1, 0.0, -1.0, 64.1, 0.05, -1.0]"
0,0.8444314897060394,0.8508403301239014,0.8380226492881775,9,0.5,0.1,16,"[16.5, 0.1, 16.2, 0.1, -1.0, 64.1, 0.05, -1.0, 32.3, 0.0, -1.0]"
0,0.7254703342914581,0.5910364190737406,0.8599042495091757,12,0.75,0.01,32,"[32.75, 0.01, 16.3, 0.0, -1.0, 64.3, 0.1, -1.0, 16.4, 0.1, -1.0, 32.1, 0.05, -1.0]"
0,0.8458644449710846,0.8291316429773966,0.8625972469647726,3,0.5,0.01,16,"[16.5, 0.01, 64.4, 0.0, -1.0]"
0,0.8777819772561392,0.9089635809262594,0.8466003735860189,21,0.25,0.01,16,"[16.25, 0.01, 32.4, 0.0, -1.0, 64.4, 0.0, -1.0, 32.2, 0.0, -1.0, 64.3, 0.1, -1.0, 64.4, 0.1, -1.0, 32.4, 0.0, -1.0, 16.3, 0.05, -1.0]"
0,0.8967222968737285,0.918767511844635,0.8746770819028219,9,0.25,0.01,32,"[32.25, 0.01, 64.3, 0.0, -1.0, 64.2, 0.05, -1.0, 16.4, 0.05, -1.0]"
0,0.7662233908971151,0.9516806801160177,0.5807661016782125,27,0.25,0.1,8,"[8.25, 0.1, 64.2, 0.1, -1.0, 32.2, 0.05, -1.0, 16.3, 0.0, -1.0, 32.1, 0.0, -1.0, 64.2, 0.1, -1.0, 64.4, 0.1, -1.0, 16.1, 0.05, -1.0, 16.3, 0.05, -1.0, 32.4, 0.05, -1.0]"
0,0.5904854387044907,0.3879551788171132,0.793015698591868,15,0.75,0.1,8,"[8.75, 0.1, 32.2, 0.05, -1.0, 32.2, 0.1, -1.0, 32.2, 0.0, -1.0, 64.1, 0.0, -1.0, 16.3, 0.05, -1.0]"
0,0.8296759923299154,0.8305322130521139,0.8288197716077169,27,0.5,0.1,32,"[32.5, 0.1, 32.4, 0.0, -1.0, 32.4, 0.05, -1.0, 32.2, 0.1, -1.0, 64.2, 0.1, -1.0, 16.2, 0.0, -1.0, 64.2, 0.1, -1.0, 16.2, 0.1, -1.0, 64.2, 0.0, -1.0, 16.2, 0.1, -1.0]"
0,0.8605272769927979,0.8977591196695963,0.8232954343159994,30,0.25,0.01,16,"[16.25, 0.01, 64.3, 0.0, -1.0, 16.1, 0.0, -1.0, 64.3, 0.0, -1.0, 64.1, 0.1, -1.0, 16.4, 0.05, -1.0, 64.3, 0.1, -1.0, 64.4, 0.05, -1.0, 16.4, 0.0, -1.0, 32.4, 0.0, -1.0, 16.2, 0.0, -1.0]"
0,0.8985240956147512,0.9292717178662618,0.8677764733632406,3,0.25,0.1,32,"[32.25, 0.1, 16.3, 0.0, -1.0]"
0,0.8675451874732971,0.9124649961789449,0.8226253787676493,18,0.25,0.01,8,"[8.25, 0.01, 32.1, 0.1, -1.0, 64.3, 0.1, -1.0, 64.1, 0.05, -1.0, 32.2, 0.05, -1.0, 32.2, 0.0, -1.0, 32.4, 0.1, -1.0]"
0,0.7457913259665172,0.6645658214886984,0.8270168304443359,24,0.75,0.01,16,"[16.75, 0.01, 64.3, 0.05, -1.0, 64.4, 0.05, -1.0, 64.1, 0.05, -1.0, 16.4, 0.05, -1.0, 64.4, 0.05, -1.0, 32.1, 0.1, -1.0, 16.3, 0.0, -1.0, 32.1, 0.0, -1.0]"
0,0.7401802738507588,0.6127451062202454,0.8676154414812723,12,0.75,0.01,32,"[32.75, 0.01, 64.4, 0.0, -1.0, 32.1, 0.1, -1.0, 64.3, 0.1, -1.0, 16.3, 0.05, -1.0]"
0,0.8589770396550497,0.9089635809262594,0.80899049838384,30,0.25,0.001,8,"[8.25, 0.001, 64.1, 0.05, -1.0, 16.2, 0.1, -1.0, 32.2, 0.05, -1.0, 64.3, 0.0, -1.0, 32.4, 0.1, -1.0, 32.2, 0.1, -1.0, 32.3, 0.0, -1.0, 16.4, 0.05, -1.0, 32.1, 0.0, -1.0, 64.3, 0.05, -1.0]"
1,0.8967222968737285,0.918767511844635,0.8746770819028219,9,0.25,0.01,32,"[32.25, 0.01, 64.3, 0.0, -1.0, 64.2, 0.05, -1.0, 16.4, 0.05, -1.0]"
1,0.7662233908971151,0.9516806801160177,0.5807661016782125,27,0.25,0.1,8,"[8.25, 0.1, 64.2, 0.1, -1.0, 32.2, 0.05, -1.0, 16.3, 0.0, -1.0, 32.1, 0.0, -1.0, 64.2, 0.1, -1.0, 64.4, 0.1, -1.0, 16.1, 0.05, -1.0, 16.3, 0.05, -1.0, 32.4, 0.05, -1.0]"
1,0.8985240956147512,0.9292717178662618,0.8677764733632406,3,0.25,0.1,32,"[32.25, 0.1, 16.3, 0.0, -1.0]"
1,0.7503372530142466,0.6267506877581278,0.8739238182703654,6,0.75,0.01,32,"[32.75, 0.01, 32.2, 0.1, -1.0, 16.1, 0.1, -1.0]"
1,0.8971765240033468,0.9285714228947958,0.8657816251118978,6,0.25,0.1,32,"[32.25, 0.1, 32.2, 0.05, -1.0, 16.3, 0.1, -1.0]"
1,0.8957575658957163,0.924369732538859,0.8671453992525736,9,0.25,0.01,16,"[16.25, 0.01, 64.2, 0.05, -1.0, 16.2, 0.05, -1.0, 64.3, 0.05, -1.0]"
1,0.7471297383308411,0.6225490172704061,0.871710459391276,6,0.75,0.01,32,"[32.75, 0.01, 32.3, 0.05, -1.0, 16.4, 0.0, -1.0]"
1,0.8674053947130839,0.9229692022005717,0.8118415872255961,6,0.25,0.1,16,"[16.25, 0.1, 32.1, 0.05, -1.0, 64.1, 0.05, -1.0]"
1,0.8458644449710846,0.8291316429773966,0.8625972469647726,3,0.5,0.01,16,"[16.5, 0.01, 64.4, 0.0, -1.0]"
1,0.8779235978921254,0.9222689072291056,0.8335782885551453,3,0.25,0.001,8,"[8.25, 0.001, 64.4, 0.1, -1.0]"
1,0.8934286733468374,0.9229691823323568,0.863888164361318,6,0.25,0.0006740705451080742,32,"[32.25, 0.0006740705451080742, 64.3, 0.0, -1.0, 44.4, 0.05, -1.0]"
1,0.7938888768355052,0.9327731132507324,0.655004640420278,27,0.25,0.2119699005232244,8,"[8.25, 0.2119699005232244, 64.2, 0.15632686346685987, -1.0, 32.2, 0.05, 32.2, 0.05, -1.0, -1.0, 20.3, 0.0, -1.0, 32.1, 0.0, -1.0, 48.2, 0.1, 64.2, 0.1, -1.0, -1.0, 7.1, 0.05, -1.0, 8.3, 0.05, -1.0]"
1,0.9128036896387737,0.9565826257069906,0.8690247535705566,0,0.1329516423289796,0.12095815705450752,18,"[18.13295164232898, 0.12095815705450752]"
1,0.823843518892924,0.7773109475771586,0.8703760902086893,3,0.5952556207517858,0.023965906636807796,29,"[29.595255620751786, 0.023965906636807796, 32.2, 0.1, -1.0]"
1,0.8946394522984823,0.9222688873608907,0.8670100172360738,6,0.25,0.055,24,"[24.25, 0.055, 32.2, 0.05, -1.0, 6.3, 0.1, -1.0]"
1,0.8919736842314402,0.9278711477915446,0.8560762206713358,9,0.25,0.123996557811331,24,"[24.25, 0.123996557811331, 64.2, 0.06418885956726197, -1.0, 16.2, 0.003419725002437302, -1.0, 79.3, 0.030377185132202736, -1.0]"
1,0.7401791413625081,0.610644261042277,0.8697140216827393,6,0.7298701572543109,0.01,27,"[27.72987015725431, 0.01, 54.3, 0.05, -1.0, 16.4, 0.0, -1.0]"
1,0.8440214196840923,0.8921568592389425,0.7958859801292419,6,0.25,0.16577341318880903,16,"[16.25, 0.16577341318880903, 32.1, 0.05, -1.0, 64.1, 0.05, -1.0]"
1,0.8533409734567007,0.8438375194867452,0.8628444274266561,6,0.5,0.01,16,"[16.5, 0.01, 64.1, 0.0, 64.4, 0.0, -1.0, -1.0]"
1,0.8417094647884369,0.8956582546234131,0.7877606749534607,6,0.25,0.0005692971734501232,8,"[8.25, 0.0005692971734501232, 64.4, 0.18705266443355636, 64.4, 0.1, -1.0, -1.0]"
1,0.9000151554743449,0.930672268072764,0.8693580428759257,15,0.25,0.01,32,"[32.25, 0.01, 64.3, 0.0, 64.3, 0.0, -1.0, -1.0, 18.2, 0.005862113878437114, 64.2, 0.05, -0.5006333018665676, -1.0, 16.4, 0.05, -1.0]"
1,0.7890321513017018,0.924369732538859,0.6536945700645447,21,0.25,0.1,8,"[8.25, 0.1, 45.2, 0.1, -1.0, 46.1, 0.0, -1.0, 64.2, 0.20966079094616036, 64.2, 0.1, -1.0, -1.0, 16.1, 0.05, -1.0, 16.3, 0.05, -1.0, 32.4, 0.05, -1.0]"
1,0.8976976772149403,0.9250700275103251,0.8703253269195557,0,0.25,0.13508458631389325,32,"[32.25, 0.13508458631389325]"
1,0.7507782578468323,0.6281512777010599,0.8734052379926046,6,0.75,0.004717888272095574,32,"[32.75, 0.004717888272095574, 63.2, 0.1, -1.0, 16.1, 0.1, -1.0]"
1,0.8904627958933512,0.9138655463854471,0.8670600454012553,3,0.31132850318232386,0.07517061523089885,33,"[33.311328503182324, 0.07517061523089885, 32.2, 0.01050092214409134, -1.0]"
1,0.8920744756857554,0.9250700275103251,0.8590789238611857,9,0.25,0.025071107939251373,16,"[16.25, 0.025071107939251373, 64.2, 0.05, -1.0, 16.2, 0.05, -1.0, 83.3, 0.04959697478997531, -1.0]"
1,0.7458354632059734,0.6239495873451233,0.8677213390668234,9,0.75,0.01,32,"[32.75, 0.01, 71.3, 0.05, 32.3, 0.05, -0.041386513703635774, -1.0, 16.4, 0.0, -1.0]"
1,0.8643836279710133,0.91876749197642,0.8099997639656067,9,0.25,0.1,16,"[16.25, 0.1, 32.1, 0.05, -1.0, 64.1, 0.05, 64.1, 0.05, -1.0, -1.0]"
1,0.8439761896928151,0.8263305226961771,0.8616218566894531,3,0.5,0.018314085732806348,16,"[16.5, 0.018314085732806348, 64.4, 0.0, -1.0]"
1,0.8694753646850586,0.9222689072291056,0.8166818221410116,6,0.23905881649278093,0.001,6,"[6.239058816492781, 0.001, 64.4, 0.1, 64.4, 0.1, -1.0, -1.0]"
1,0.8973570664723715,0.9306722482045492,0.8640418847401937,9,0.25,0.012368446679273315,32,"[32.25, 0.012368446679273315, 64.3, 0.0, -1.0, 16.4, 0.05, 16.4, 0.05, -1.5325710028252177, -1.0]"
1,0.8147821426391602,0.9082633058230082,0.7213009794553121,18,0.2667975248970862,0.1,6,"[6.266797524897086, 0.1, 36.3, 0.0, 16.3, 0.0, -1.0, -1.0, 32.1, 0.0, -1.0, 64.2, 0.1, -1.0, 16.1, 0.013756525100816559, -1.0, 32.4, 0.08800441440431978, -1.0]"
1,0.8535921772321065,0.8389355937639872,0.8682487607002258,3,0.5,0.055,32,"[32.5, 0.055, 6.3, 0.0, -1.0]"
1,0.85600745677948,0.8494397600491842,0.8625751535097758,9,0.5,0.055,32,"[32.5, 0.055, 32.2, 0.1, 32.2, 0.1, -1.0, -1.0, 16.2, 0.1, -1.0]"
1,0.8949381311734517,0.9257702827453613,0.8641059796015421,6,0.25,0.07012518005916007,24,"[24.25, 0.07012518005916007, 32.2, 0.008226491004645665, 32.2, 0.05, -1.0, -1.0]"
1,0.9003851413726807,0.930672268072764,0.8700980146725973,9,0.25,0.01088351956670633,24,"[24.25, 0.01088351956670633, 118.2, 0.05, -1.0, 4.3, 0.05, -1.0, 93.3, 0.05, -1.0]"
1,0.8513541420300801,0.8620448112487793,0.840663472811381,6,0.46009940913224945,0.055,14,"[14.46009940913225, 0.055, 32.2, 0.13484820363317732, -1.0, 23.4, 0.0, -1.0]"
1,0.842234303553899,0.8375350038210551,0.8469336032867432,6,0.5,0.055,24,"[24.5, 0.055, 32.1, 0.05, -1.0, 64.1, 0.05, -1.0]"
1,0.8496939142545064,0.8466386596361796,0.8527491688728333,6,0.43835797543709276,0.0019018450740958127,12,"[12.438357975437093, 0.0019018450740958127, 64.4, 0.0, 64.4, 0.4, -1.0, -1.0]"
1,0.8897577524185181,0.9292717178662618,0.8502437869707743,0,0.2383224284899832,0.0015583107417361222,5,"[5.238322428489983, 0.0015583107417361222]"
1,0.8468677798906963,0.9544817805290222,0.7392537792523702,3,0.20371355965084215,0.02083486914438819,2,"[2.203713559650842, 0.02083486914438819, 64.2, 0.05, -1.0]"
1,0.8661012351512909,0.8984593947728475,0.8337430755297343,27,0.25,0.03218858398810391,20,"[20.25, 0.03218858398810391, 64.3, 0.1, -1.0, 64.2, 0.05, -1.0, 16.3, 0.0, 16.3, 0.0, -1.0, -1.0, 32.1, 0.0, -1.0, 64.2, 0.1, -1.0, 9.4, 0.1, -1.0, 16.3, 0.002643993367464276, -1.0, 32.4, 0.05, -1.0]"
1,0.9002497990926106,0.9320728182792664,0.868426779905955,6,0.25,0.1,32,"[32.25, 0.1, 16.3, 0.0, 16.3, 0.0, -1.0, -1.0]"
1,0.7492964168389638,0.6274509827295939,0.8711418509483337,6,0.75,0.0053745667348125735,32,"[32.75, 0.0053745667348125735, 32.2, 0.1, -1.0, 16.1, 0.1, -1.0]"
1,0.8921473026275635,0.9180672367413839,0.866227368513743,6,0.25,0.055,24,"[24.25, 0.055, 64.2, 0.05, -1.0, 16.2, 0.1, -1.0]"
1,0.8893222610155742,0.9145658214886984,0.86407870054245,6,0.25,0.05675297521707994,24,"[24.25, 0.05675297521707994, 64.2, 0.05, -1.0, 208.3, 0.05, -1.0]"
1,0.7505373358726501,0.639355738957723,0.8617189327875773,6,0.75,0.01,32,"[32.75, 0.01, 32.4, 0.05, -1.0, 17.4, 0.0, -1.0]"
1,0.8726005256175995,0.9194677869478861,0.8257332642873129,6,0.25,0.1,16,"[16.25, 0.1, 30.1, 0.05, -1.0, 64.1, 0.0646953886450936, -1.0]"
1,0.850773016611735,0.8389355937639872,0.8626104394594828,0,0.5232621055974906,0.01,10,"[10.52326210559749, 0.01]"
1,0.8760956625143688,0.924369752407074,0.8278215726216634,6,0.25,0.0018535298915267626,8,"[8.25, 0.0018535298915267626, 64.4, 0.3641926831425084, 64.4, 0.3, -1.0, -1.0]"
2,0.8967222968737285,0.918767511844635,0.8746770819028219,9,0.25,0.01,32,"[32.25, 0.01, 64.3, 0.0, -1.0, 64.2, 0.05, -1.0, 16.4, 0.05, -1.0]"
2,0.9128036896387737,0.9565826257069906,0.8690247535705566,0,0.1329516423289796,0.12095815705450752,18,"[18.13295164232898, 0.12095815705450752]"
2,0.8976976772149403,0.9250700275103251,0.8703253269195557,0,0.25,0.13508458631389325,32,"[32.25, 0.13508458631389325]"
2,0.9003851413726807,0.930672268072764,0.8700980146725973,9,0.25,0.01088351956670633,24,"[24.25, 0.01088351956670633, 118.2, 0.05, -1.0, 4.3, 0.05, -1.0, 93.3, 0.05, -1.0]"
2,0.7503372530142466,0.6267506877581278,0.8739238182703654,6,0.75,0.01,32,"[32.75, 0.01, 32.2, 0.1, -1.0, 16.1, 0.1, -1.0]"
2,0.8468677798906963,0.9544817805290222,0.7392537792523702,3,0.20371355965084215,0.02083486914438819,2,"[2.203713559650842, 0.02083486914438819, 64.2, 0.05, -1.0]"
2,0.9002497990926106,0.9320728182792664,0.868426779905955,6,0.25,0.1,32,"[32.25, 0.1, 16.3, 0.0, 16.3, 0.0, -1.0, -1.0]"
2,0.823843518892924,0.7773109475771586,0.8703760902086893,3,0.5952556207517858,0.023965906636807796,29,"[29.595255620751786, 0.023965906636807796, 32.2, 0.1, -1.0]"
2,0.9000151554743449,0.930672268072764,0.8693580428759257,15,0.25,0.01,32,"[32.25, 0.01, 64.3, 0.0, 64.3, 0.0, -1.0, -1.0, 18.2, 0.005862113878437114, 64.2, 0.05, -0.5006333018665676, -1.0, 16.4, 0.05, -1.0]"
2,0.7507782578468323,0.6281512777010599,0.8734052379926046,6,0.75,0.004717888272095574,32,"[32.75, 0.004717888272095574, 63.2, 0.1, -1.0, 16.1, 0.1, -1.0]"
2,0.7513766586780548,1.0,0.5027533173561096,15,0.21219542056294105,0.013346323208961319,1,"[1.212195420562941, 0.013346323208961319, 0.3, 0.0, 64.3, 0.0, -1.164084433310475, -1.0, 98.2, 0.09740745471105494, -1.0, 30.4, 0.05, 16.4, 0.05, -1.0, -1.0]"
2,0.913761814435323,0.9586834708849589,0.8688401579856873,0,0.1329516423289796,0.12095815705450752,18,"[18.13295164232898, 0.12095815705450752]"
2,0.8873788416385651,0.906862755616506,0.8678949276606241,0,0.30541541782319115,0.07298405294029979,8,"[8.305415417823191, 0.07298405294029979]"
2,0.9058781663576762,0.9446778694788615,0.8670784632364908,12,0.18292068609984824,0.02295916950838365,37,"[37.18292068609985, 0.02295916950838365, 118.3, 0.06772495734603447, 118.2, 0.05, -1.0, -1.0, 5.3, 0.05, -1.0, 93.3, 0.05, -1.0]"
2,0.7354103227456411,0.6092437108357748,0.8615769346555074,9,0.75,0.011175460115847323,32,"[32.75, 0.011175460115847323, 32.2, 0.1, 32.2, 0.1, -0.5220506498958533, -1.0, 16.1, 0.1, -1.0]"
2,0.8198304772377014,0.9411764542261759,0.6984845002492269,6,0.20371355965084215,0.04088376360101121,2,"[2.203713559650842, 0.04088376360101121, 148.2, 0.05, 64.2, 0.05, -1.0, -1.0]"
2,0.8933165172735851,0.9201680620511373,0.8664649724960327,6,0.25,0.1,32,"[32.25, 0.1, 16.4, 0.0, 16.3, 0.0, -1.0, -1.0]"
2,0.8386483291784923,0.8116246461868286,0.8656720121701559,3,0.5460426665198668,0.0345070324690603,18,"[18.546042666519867, 0.0345070324690603, 32.2, 0.020685627258365438, -1.0]"
2,0.8433564702669779,0.8221288720766703,0.8645840684572855,18,0.5,0.007358944136047787,32,"[32.5, 0.007358944136047787, 64.3, 0.0, 64.3, 0.0, 64.3, 64.3, 18.2, 0.005862113878437114, 64.2, 0.05, -0.17830741014107224, -1.0, 16.2, 0.05, 16.4, 0.0, -1.9144659702586286, -1.0]"
2,0.8599601487318674,0.843137244383494,0.8767830530802408,3,0.5,0.007358944136047787,32,"[32.5, 0.007358944136047787, 63.2, 0.1, -1.0]"
